Date,Close,Volume
11/22/16,110.859787,25965500
11/23/16,110.294586,27426400
11/25/16,110.849876,11475900
11/28/16,110.631721,27194000
11/29/16,110.522652,28528800
11/30/16,109.590553,36162300
12/01/16,108.569214,37086900
12/02/16,108.975769,26528000
12/05/16,108.192413,34324500
12/06/16,109.025345,26195500
12/07/16,110.09626,29998700
12/08/16,111.177101,27068300
12/09/16,112.991707,34402600
12/12/16,112.347183,26374400
12/13/16,114.221283,43733800
12/14/16,114.221283,34031800
12/15/16,114.845985,46524500
12/16/16,114.99472,44351100
12/19/16,115.659088,27779400
12/20/16,115.966476,21425000
12/21/16,116.075554,23783200
12/22/16,115.312035,26085900
12/23/16,115.540092,14181200
12/27/16,116.273872,18296900
12/28/16,115.778084,20905900
12/29/16,115.748337,15039500
12/30/16,114.845985,30586300
01/03/17,115.17321,28781900
01/04/17,115.044304,21118100
01/05/17,115.629341,22193600
01/06/17,116.918411,31751900
01/09/17,117.989319,33561900
01/10/17,118.108315,24462100
01/11/17,118.742935,27588600
01/12/17,118.247139,27086200
01/13/17,118.038902,26111900
01/17/17,118.990829,34439800
01/18/17,118.980911,23713000
01/19/17,118.772675,25597300
01/20/17,118.990829,32597900
01/23/17,119.07016,22050200
01/24/17,118.96109,23211000
01/25/17,120.855019,32377600
01/26/17,120.91452,26337600
01/27/17,120.924423,20562900
01/30/17,120.607117,30377500
01/31/17,120.329475,49201000
02/01/17,127.667236,111985000
02/02/17,127.449089,33710400
02/03/17,127.994469,24507300
02/06/17,129.19429,26845900
02/07/17,130.423859,38183800
02/08/17,130.929581,23004100
02/09/17,131.875671,28349900
02/10/17,131.576904,20065500
02/13/17,132.742081,23035400
02/14/17,134.464981,33226200
02/15/17,134.952957,35623100
02/16/17,134.793625,22584600
02/17/17,135.162109,22198200
02/21/17,136.138077,24507200
02/22/17,136.546387,20836900
02/23/17,135.968781,20788200
02/24/17,136.098251,21776600
02/27/17,136.367126,20257400
02/28/17,136.426895,23482900
03/01/17,139.215363,36414600
03/02/17,138.388794,26211000
03/03/17,139.205414,21108100
03/06/17,138.767227,21750000
03/07/17,138.946487,17446300
03/08/17,138.428619,18707200
03/09/17,138.109924,22155900
03/10/17,138.568039,19612800
03/13/17,138.627792,17421700
03/14/17,138.418671,15309100
03/15/17,139.882629,25691800
03/16/17,140.111679,19232000
03/17/17,139.414551,43885000
03/20/17,140.87851,21542000
03/21/17,139.265167,39529900
03/22/17,140.838669,25860200
03/23/17,140.340729,20346300
03/24/17,140.061874,22395600
03/27/17,140.300903,23575100
03/28/17,143.208893,33374800
03/29/17,143.527573,29190000
03/30/17,143.338348,21207300
03/31/17,143.069473,19661700
04/03/17,143.109299,19985700
04/04/17,144.174911,19891400
04/05/17,143.427994,27717900
04/06/17,143.069473,21149000
04/07/17,142.750778,16672200
04/10/17,142.581482,18933400
04/11/17,141.047821,30379400
04/12/17,141.217117,20350000
04/13/17,140.4702,17822900
04/17/17,141.246994,16582100
04/18/17,140.619568,14697500
04/19/17,140.101715,17328400
04/20/17,141.854477,23319600
04/21/17,141.685181,17320900
04/24/17,143.049545,17134300
04/25/17,143.935883,18871500
04/26/17,143.089371,20041200
04/27/17,143.198929,14246300
04/28/17,143.059494,20860400
05/01/17,145.977463,33602900
05/02/17,146.903641,45352200
05/03/17,146.45549,45697000
05/04/17,145.927673,23371900
05/05/17,148.347687,27327700
05/08/17,152.381027,48752400
05/09/17,153.35701,39130400
05/10/17,152.630005,25805700
05/11/17,153.949997,27255100
05/12/17,156.100006,32527000
05/15/17,155.699997,26009700
05/16/17,155.470001,20048500
05/17/17,150.25,50767700
05/18/17,152.539993,33568200
05/19/17,153.059998,26960800
05/22/17,153.990005,22966400
05/23/17,153.800003,19918900
05/24/17,153.339996,19178000
05/25/17,153.869995,19235600
05/26/17,153.610001,21701100
05/30/17,153.669998,20126900
05/31/17,152.759995,24451200
06/01/17,153.179993,16404100
06/02/17,155.449997,27770700
06/05/17,153.929993,25331700
06/06/17,154.449997,26624900
06/07/17,155.369995,21069600
06/08/17,154.990005,21250800
06/09/17,148.979996,64882700
06/12/17,145.419998,72307300
06/13/17,146.589996,34165400
06/14/17,145.160004,31531200
06/15/17,144.289993,32165400
06/16/17,142.270004,50361100
06/19/17,146.339996,32541400
06/20/17,145.009995,24900100
06/21/17,145.869995,21265800
06/22/17,145.630005,19106300
06/23/17,146.279999,35439400
06/26/17,145.820007,25692400
06/27/17,143.729996,24761900
06/28/17,145.830002,22082400
06/29/17,143.679993,31499400
06/30/17,144.020004,23024100
07/03/17,143.5,14258300
07/05/17,144.089996,21569600
07/06/17,142.729996,24128800
07/07/17,144.179993,19201700
07/10/17,145.059998,21090600
07/11/17,145.529999,19781800
07/12/17,145.740005,24884500
07/13/17,147.770004,25033400
07/14/17,148.654999,10166162
