Date,Close,Volume
11/29/16,789.440002,1562000
11/30/16,775.880005,2279100
12/01/16,764.330017,2867100
12/02/16,764.460022,1718800
12/05/16,778.219971,1688500
12/06/16,776.179993,1734100
12/07/16,791.469971,2029400
12/08/16,795.169983,1612500
12/09/16,809.450012,1904500
12/12/16,807.900024,1628600
12/13/16,815.340027,2128200
12/14/16,817.890015,1799700
12/15/16,815.650024,1769700
12/16/16,809.840027,2598900
12/19/16,812.5,1263600
12/20/16,815.200012,1271900
12/21/16,812.200012,1459600
12/22/16,809.679993,1131600
12/23/16,807.799988,764100
12/27/16,809.929993,976000
12/28/16,804.570007,1214800
12/29/16,802.880005,1057400
12/30/16,792.450012,1735900
01/03/17,808.01001,1959000
01/04/17,807.77002,1515300
01/05/17,813.02002,1340500
01/06/17,825.210022,2017100
01/09/17,827.179993,1408900
01/10/17,826.01001,1197400
01/11/17,829.859985,1325400
01/12/17,829.530029,1349500
01/13/17,830.940002,1290200
01/17/17,827.460022,1440900
01/18/17,829.02002,1027700
01/19/17,824.369995,1070500
01/20/17,828.169983,1306200
01/23/17,844.429993,2457400
01/24/17,849.530029,1688400
01/25/17,858.450012,1655400
01/26/17,856.97998,3493300
01/27/17,845.030029,3752500
01/30/17,823.830017,3516900
01/31/17,820.190002,2020200
02/01/17,815.23999,2251000
02/02/17,818.26001,1689200
02/03/17,820.130005,1528100
02/06/17,821.619995,1350900
02/07/17,829.22998,1666600
02/08/17,829.880005,1302200
02/09/17,830.059998,1194200
02/10/17,834.849976,1415100
02/13/17,838.960022,1295700
02/14/17,840.030029,1363300
02/15/17,837.320007,1357200
02/16/17,842.169983,1005100
02/17/17,846.549988,1461200
02/21/17,849.27002,1260300
02/22/17,851.359985,1224400
02/23/17,851,1386700
02/24/17,847.809998,1346200
02/27/17,849.669983,1010300
02/28/17,844.929993,1383100
03/01/17,856.75,1818700
03/02/17,849.849976,1250900
03/03/17,849.080017,1005000
03/06/17,847.27002,1047900
03/07/17,851.150024,1038700
03/08/17,853.640015,1028800
03/09/17,857.840027,1347700
03/10/17,861.409973,1336600
03/13/17,864.580017,1166600
03/14/17,865.909973,1061700
03/15/17,868.390015,1332900
03/16/17,870,1104500
03/17/17,872.369995,1868300
03/20/17,867.909973,1542200
03/21/17,850.140015,2538000
03/22/17,849.799988,1366700
03/23/17,839.650024,3287700
03/24/17,835.140015,2105700
03/27/17,838.51001,1934600
03/28/17,840.630005,1519200
03/29/17,849.869995,1457300
03/30/17,849.47998,949400
03/31/17,847.799988,1441000
04/03/17,856.75,1969400
04/04/17,852.570007,1348500
04/05/17,848.909973,1855200
04/06/17,845.099976,1533600
04/07/17,842.099976,1111600
04/10/17,841.700012,1046200
04/11/17,839.880005,974300
04/12/17,841.460022,1135800
04/13/17,840.179993,1073700
04/17/17,855.130005,1049100
04/18/17,853.98999,936200
04/19/17,856.51001,1080300
04/20/17,860.080017,1188800
04/21/17,858.950012,1172900
04/24/17,878.929993,1696500
04/25/17,888.840027,2038000
04/26/17,889.140015,1323300
04/27/17,891.440002,2342300
04/28/17,924.52002,3845900
05/01/17,932.820007,2327800
05/02/17,937.090027,1751300
05/03/17,948.450012,1824800
05/04/17,954.719971,1937600
05/05/17,950.280029,1615500
05/08/17,958.690002,1876700
05/09/17,956.710022,1687900
05/10/17,954.840027,1146000
05/11/17,955.890015,1031100
05/12/17,955.140015,1214900
05/15/17,959.219971,1337700
05/16/17,964.609985,1101500
05/17/17,942.169983,2449100
05/18/17,950.5,1800500
05/19/17,954.650024,1360300
05/22/17,964.070007,1387400
05/23/17,970.549988,1545400
05/24/17,977.609985,1133000
05/25/17,991.859985,1954100
05/26/17,993.27002,1627600
05/30/17,996.169983,1516200
05/31/17,987.090027,1724100
06/01/17,988.289978,1306400
06/02/17,996.119995,1735500
06/05/17,1003.880005,1378900
06/06/17,996.679993,1552100
06/07/17,1001.5,1374100
06/08/17,1004.280029,1687900
06/09/17,970.119995,3647900
06/12/17,961.809998,4202100
06/13/17,970.5,2005400
06/14/17,967.929993,1505500
06/15/17,960.179993,2427600
06/16/17,958.619995,2559200
06/19/17,975.219971,1468800
06/20/17,968.98999,1297300
06/21/17,978.590027,1161600
06/22/17,976.619995,1009500
06/23/17,986.090027,1564000
06/26/17,972.090027,1517900
06/27/17,948.090027,2443600
06/28/17,961.01001,2745600
06/29/17,937.820007,3206700
06/30/17,929.679993,2277300
07/03/17,919.460022,1694800
07/05/17,932.26001,2094100
07/06/17,927.690002,2014900
07/07/17,940.809998,1663300
07/10/17,951,1451500
07/11/17,953.530029,1461200
07/12/17,967.659973,1602100
07/13/17,968.849976,1521900
07/14/17,973.900024,471880
